user_id,upgraded,upgrade_date,days_to_upgrade,signup_date,last_active_date,days_alive,num_sessions,avg_session_length_minutes,total_session_length_minutes,avg_days_between_sessions,num_repeated_session_days,days_first_feature_after_signup,first_feature_used,last_feature_used,using_top_features,num_top_feature_sessions,features_before_upgrade,features_after_upgrade,num_repeated_features,days_since_last_activity,pred_churn_90,actual_cancelled,last_active_quarter,churn_90d,days_to_upgrade_filled,unique_features_count
user_0112,True,2023-08-11 00:00:00+00:00,10.0,2023-08-01 00:00:00+00:00,2023-10-13 00:00:00+00:00,73,13,15.741538461538461,204.64,5.5,1,52,comment,calendar_view,True,8,,"calendar_view,comment,file_upload,task_create,task_edit",3,195,True,True,2023Q4,True,10.0,5
user_0113,False,,,2023-12-20 00:00:00+00:00,2024-03-26 00:00:00+00:00,97,16,23.035,368.56,7.466666666666667,0,0,calendar_view,task_edit,True,9,,,5,30,False,False,2024Q1,False,-1.0,5
user_0114,False,,,2023-09-14 00:00:00+00:00,2023-12-28 00:00:00+00:00,105,7,14.851428571428572,103.96000000000001,18.166666666666668,0,1,file_upload,comment,True,5,,,1,119,True,False,2023Q4,True,-1.0,5
user_0115,False,,,2023-06-19 00:00:00+00:00,2023-09-29 00:00:00+00:00,102,7,13.978571428571428,97.85,17.666666666666668,0,8,comment,comment,True,5,,,2,209,True,True,2023Q3,True,-1.0,4
user_0116,True,2023-05-23 00:00:00+00:00,17.0,2023-05-06 00:00:00+00:00,2023-07-15 00:00:00+00:00,70,8,14.66,117.28,11.714285714285714,0,2,task_create,calendar_view,True,1,"calendar_view,task_create","calendar_view,task_edit",2,285,True,True,2023Q3,True,17.0,3
user_0117,True,2023-09-03 00:00:00+00:00,51.0,2023-07-14 00:00:00+00:00,2023-10-19 00:00:00+00:00,97,10,15.193999999999999,151.94,10.777777777777779,1,19,task_create,task_create,True,7,"comment,task_create","calendar_view,task_create,task_edit",3,189,True,True,2023Q4,True,51.0,4
user_0118,False,,,2023-01-23 00:00:00+00:00,2023-05-31 00:00:00+00:00,128,7,17.902857142857144,125.32000000000001,15.833333333333334,0,20,task_create,task_edit,True,6,,,2,330,True,True,2023Q2,True,-1.0,4
user_0119,False,,,2023-06-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,122,11,32.651818181818186,359.17,11.2,0,3,comment,task_create,True,10,,,2,207,True,True,2023Q4,True,-1.0,4
user_0120,False,,,2023-03-12 00:00:00+00:00,2023-06-26 00:00:00+00:00,106,5,16.602,83.01,13.75,0,56,task_edit,file_upload,True,2,,,1,304,True,True,2023Q2,True,-1.0,4
user_0121,True,2024-02-12 00:00:00+00:00,53.0,2023-12-21 00:00:00+00:00,2024-02-23 00:00:00+00:00,64,12,18.94333333333333,227.32,9.909090909090908,0,0,calendar_view,comment,True,6,"calendar_view,file_upload,task_edit","comment,file_upload",4,62,False,False,2024Q1,False,53.0,4
user_0122,True,2023-02-26 00:00:00+00:00,8.0,2023-02-18 00:00:00+00:00,2023-05-16 00:00:00+00:00,87,7,20.99285714285714,146.95,13.5,0,24,file_upload,task_create,True,6,,"comment,file_upload,task_create,task_edit",2,345,True,True,2023Q2,True,8.0,4
user_0123,True,2023-12-22 00:00:00+00:00,8.0,2023-12-14 00:00:00+00:00,2024-04-08 00:00:00+00:00,116,10,18.3,183.0,11.88888888888889,1,13,file_upload,task_edit,True,6,,"calendar_view,comment,file_upload,task_edit",3,17,False,False,2024Q2,False,8.0,4
user_0124,False,,,2023-12-17 00:00:00+00:00,2024-04-08 00:00:00+00:00,113,13,28.494615384615386,370.43,6.916666666666667,1,5,calendar_view,comment,True,8,,,3,17,False,False,2024Q2,False,-1.0,4
user_0125,False,,,2023-08-17 00:00:00+00:00,2023-09-21 00:00:00+00:00,35,8,11.67125,93.37,14.428571428571429,0,13,task_edit,calendar_view,True,5,,,2,217,True,True,2023Q3,True,-1.0,4
user_0126,False,,,2023-10-01 00:00:00+00:00,2023-12-05 00:00:00+00:00,65,9,29.48,265.32,10.5,0,20,comment,file_upload,True,7,,,2,142,True,True,2023Q4,True,-1.0,5
user_0127,False,,,2023-10-31 00:00:00+00:00,2024-03-28 00:00:00+00:00,149,14,20.476428571428574,286.67,6.923076923076923,1,21,comment,comment,True,10,,,5,28,False,False,2024Q1,False,-1.0,5
user_0128,True,2023-12-14 00:00:00+00:00,13.0,2023-12-01 00:00:00+00:00,2024-03-22 00:00:00+00:00,112,14,30.601428571428574,428.42,7.076923076923077,0,17,comment,task_edit,True,9,,"calendar_view,comment,file_upload,task_create,task_edit",5,34,False,False,2024Q1,False,13.0,5
user_0129,True,2023-12-29 00:00:00+00:00,39.0,2023-11-20 00:00:00+00:00,2024-02-19 00:00:00+00:00,91,4,26.75,107.0,37.333333333333336,0,3,comment,task_edit,True,2,comment,"file_upload,task_edit",1,66,False,False,2024Q1,False,39.0,3
user_0130,True,2023-03-08 00:00:00+00:00,35.0,2023-02-01 00:00:00+00:00,2023-04-23 00:00:00+00:00,81,4,5.7524999999999995,23.009999999999998,18.333333333333332,0,0,file_upload,calendar_view,True,1,"calendar_view,file_upload,task_edit",calendar_view,1,368,True,True,2023Q2,True,35.0,3
user_0131,True,2023-10-17 00:00:00+00:00,40.0,2023-09-07 00:00:00+00:00,2023-11-14 00:00:00+00:00,68,9,16.465555555555554,148.19,14.625,0,0,task_edit,file_upload,True,5,"calendar_view,task_edit","calendar_view,comment,file_upload",2,163,True,True,2023Q4,True,40.0,4
user_0132,False,,,2023-02-04 00:00:00+00:00,2023-04-27 00:00:00+00:00,82,10,15.597,155.97,11.11111111111111,0,6,task_create,calendar_view,True,4,,,3,364,True,True,2023Q2,True,-1.0,5
user_0133,True,2023-06-08 00:00:00+00:00,41.0,2023-04-28 00:00:00+00:00,2023-07-02 00:00:00+00:00,65,9,19.64,176.76,14.0,1,1,comment,task_create,True,8,"comment,file_upload,task_create","calendar_view,comment,file_upload,task_create",3,298,True,True,2023Q3,True,41.0,4
user_0134,True,2023-12-03 00:00:00+00:00,16.0,2023-11-17 00:00:00+00:00,2024-02-15 00:00:00+00:00,90,10,16.644,166.44,10.666666666666666,0,3,calendar_view,comment,True,8,"calendar_view,comment","calendar_view,comment,file_upload,task_create",3,70,False,False,2024Q1,False,16.0,4
user_0135,True,2023-08-04 00:00:00+00:00,53.0,2023-06-12 00:00:00+00:00,2023-09-17 00:00:00+00:00,97,6,15.106666666666667,90.64,16.8,0,9,task_create,file_upload,True,4,"file_upload,task_create,task_edit","calendar_view,file_upload",2,221,True,True,2023Q3,True,53.0,4
user_0136,False,,,2023-05-29 00:00:00+00:00,2023-07-07 00:00:00+00:00,39,10,23.327,233.27,9.88888888888889,0,0,task_edit,comment,True,4,,,4,293,True,True,2023Q3,True,-1.0,4
user_0137,False,,,2023-09-25 00:00:00+00:00,2023-12-19 00:00:00+00:00,85,6,10.476666666666667,62.86,18.2,0,27,task_create,calendar_view,True,5,,,2,128,True,True,2023Q4,True,-1.0,3
user_0138,False,,,2023-04-15 00:00:00+00:00,2023-07-07 00:00:00+00:00,83,9,14.855555555555554,133.7,9.375,1,38,comment,comment,True,8,,,2,293,True,True,2023Q3,True,-1.0,4
user_0139,True,2023-06-02 00:00:00+00:00,53.0,2023-04-10 00:00:00+00:00,2023-05-12 00:00:00+00:00,32,7,18.112857142857145,126.79,18.333333333333332,0,10,task_create,comment,True,4,"comment,task_create","calendar_view,comment,task_create,task_edit",3,349,True,True,2023Q2,True,53.0,4
user_0140,False,,,2023-09-24 00:00:00+00:00,2023-11-18 00:00:00+00:00,55,11,27.267272727272726,299.94,9.9,0,21,task_edit,task_create,True,6,,,3,159,True,True,2023Q4,True,-1.0,5
user_0141,False,,,2023-06-09 00:00:00+00:00,2023-09-15 00:00:00+00:00,98,8,26.08875,208.71,12.428571428571429,0,10,calendar_view,file_upload,True,3,,,2,223,True,True,2023Q3,True,-1.0,3
user_0142,False,,,2023-05-08 00:00:00+00:00,2023-08-31 00:00:00+00:00,115,6,16.343333333333334,98.06,20.2,0,6,task_edit,comment,True,3,,,2,238,True,True,2023Q3,True,-1.0,4
user_0143,False,,,2023-10-05 00:00:00+00:00,2023-11-06 00:00:00+00:00,32,8,14.3625,114.9,14.285714285714286,1,11,file_upload,task_create,True,5,,,2,171,True,True,2023Q4,True,-1.0,5
user_0144,False,,,2023-03-04 00:00:00+00:00,2023-04-24 00:00:00+00:00,51,6,17.595,105.57,17.6,0,9,file_upload,task_create,True,4,,,1,367,True,True,2023Q2,True,-1.0,5
user_0145,False,,,2023-09-14 00:00:00+00:00,2024-01-27 00:00:00+00:00,135,8,18.75875,150.07,15.857142857142858,0,0,comment,calendar_view,True,2,,,2,89,False,False,2024Q1,False,-1.0,4
user_0146,False,,,2023-11-24 00:00:00+00:00,2024-01-10 00:00:00+00:00,47,10,16.4,164.0,13.0,2,3,calendar_view,file_upload,True,6,,,4,106,True,False,2024Q1,True,-1.0,5
user_0147,False,,,2023-11-08 00:00:00+00:00,2024-03-10 00:00:00+00:00,123,6,12.676666666666668,76.06,18.6,0,7,task_edit,task_create,True,4,,,1,46,False,False,2024Q1,False,-1.0,4
user_0148,True,2023-11-20 00:00:00+00:00,46.0,2023-10-05 00:00:00+00:00,2024-02-24 00:00:00+00:00,142,14,12.762857142857143,178.68,8.307692307692308,1,11,comment,task_edit,True,7,"calendar_view,comment,task_create","calendar_view,comment,file_upload,task_create,task_edit",4,61,False,False,2024Q1,False,46.0,5
user_0149,False,,,2023-01-06 00:00:00+00:00,2023-05-04 00:00:00+00:00,118,13,21.76076923076923,282.89,9.416666666666666,1,1,calendar_view,comment,True,8,,,4,357,True,True,2023Q2,True,-1.0,4
user_0150,True,2024-01-13 00:00:00+00:00,53.0,2023-11-21 00:00:00+00:00,2024-04-16 00:00:00+00:00,147,10,16.071,160.71,11.11111111111111,0,4,task_edit,task_edit,True,4,"calendar_view,comment,file_upload,task_edit","calendar_view,comment,file_upload,task_edit",4,9,False,False,2024Q2,False,53.0,4
user_0151,False,,,2023-07-14 00:00:00+00:00,2023-11-23 00:00:00+00:00,132,7,23.942857142857143,167.6,12.0,0,32,file_upload,task_edit,True,3,,,1,154,True,True,2023Q4,True,-1.0,5
user_0152,False,,,2023-02-27 00:00:00+00:00,2023-06-29 00:00:00+00:00,122,7,19.34,135.38,18.666666666666668,0,6,comment,task_create,True,6,,,2,301,True,True,2023Q2,True,-1.0,4
user_0153,True,2023-04-11 00:00:00+00:00,34.0,2023-03-08 00:00:00+00:00,2023-05-30 00:00:00+00:00,83,16,17.526875,280.43,6.866666666666666,1,9,calendar_view,calendar_view,True,8,"calendar_view,comment,task_create","calendar_view,comment,task_create,task_edit",4,331,True,True,2023Q2,True,34.0,4
user_0154,False,,,2023-05-05 00:00:00+00:00,2023-09-28 00:00:00+00:00,146,13,14.37923076923077,186.93,9.333333333333334,0,3,calendar_view,comment,True,5,,,4,210,True,True,2023Q3,True,-1.0,4
user_0155,False,,,2023-01-29 00:00:00+00:00,2023-04-06 00:00:00+00:00,67,10,14.25,142.5,12.666666666666666,0,5,file_upload,file_upload,True,5,,,2,385,True,True,2023Q2,True,-1.0,5
user_0156,False,,,2023-01-18 00:00:00+00:00,2023-03-07 00:00:00+00:00,48,8,9.19125,73.53,14.142857142857142,0,16,task_create,task_edit,True,6,,,3,415,True,True,2023Q1,True,-1.0,5
user_0157,True,2023-03-31 00:00:00+00:00,24.0,2023-03-07 00:00:00+00:00,2023-07-28 00:00:00+00:00,143,10,15.85,158.5,9.666666666666666,0,27,task_create,calendar_view,True,4,,"calendar_view,comment,task_create,task_edit",4,272,True,True,2023Q3,True,24.0,4
user_0158,False,,,2023-10-30 00:00:00+00:00,2024-03-04 00:00:00+00:00,126,10,23.46,234.6,11.0,0,16,task_create,calendar_view,True,5,,,4,52,False,False,2024Q1,False,-1.0,5
user_0159,True,2023-04-28 00:00:00+00:00,59.0,2023-02-28 00:00:00+00:00,2023-06-20 00:00:00+00:00,112,16,16.855,269.68,7.733333333333333,1,0,calendar_view,task_create,True,11,"calendar_view,comment,file_upload,task_create,task_edit","file_upload,task_create,task_edit",4,310,True,True,2023Q2,True,59.0,5
user_0160,False,,,2023-02-21 00:00:00+00:00,2023-07-20 00:00:00+00:00,149,9,23.475555555555555,211.28,11.625,0,17,calendar_view,file_upload,True,3,,,1,280,True,True,2023Q3,True,-1.0,5
user_0161,False,,,2023-10-28 00:00:00+00:00,2024-01-27 00:00:00+00:00,91,11,27.61090909090909,303.71999999999997,10.6,1,6,comment,calendar_view,True,6,,,3,89,False,False,2024Q1,False,-1.0,3
user_0162,False,,,2023-05-25 00:00:00+00:00,2023-10-01 00:00:00+00:00,129,8,28.07875,224.63,9.428571428571429,0,43,task_edit,calendar_view,True,4,,,2,207,True,True,2023Q4,True,-1.0,5
user_0163,False,,,2023-10-10 00:00:00+00:00,2024-02-17 00:00:00+00:00,130,7,13.178571428571429,92.25,14.333333333333334,0,18,calendar_view,file_upload,True,5,,,2,68,False,False,2024Q1,False,-1.0,5
user_0164,False,,,2023-02-06 00:00:00+00:00,2023-06-15 00:00:00+00:00,129,8,19.36625,154.93,10.142857142857142,0,22,calendar_view,task_create,True,5,,,3,315,True,True,2023Q2,True,-1.0,4
user_0165,False,,,2023-04-22 00:00:00+00:00,2023-07-24 00:00:00+00:00,93,13,18.833846153846153,244.84,9.166666666666666,1,9,task_edit,comment,True,8,,,4,276,True,True,2023Q3,True,-1.0,4
user_0166,False,,,2023-08-05 00:00:00+00:00,2023-09-07 00:00:00+00:00,33,8,20.1775,161.42,13.428571428571429,0,14,task_create,file_upload,True,5,,,3,231,True,True,2023Q3,True,-1.0,5
user_0167,True,2023-10-22 00:00:00+00:00,55.0,2023-08-28 00:00:00+00:00,2024-01-01 00:00:00+00:00,126,12,10.781666666666666,129.38,10.0,0,9,file_upload,task_edit,True,8,"calendar_view,comment,file_upload,task_create,task_edit","calendar_view,file_upload,task_create,task_edit",4,115,True,False,2024Q1,True,55.0,5
user_0168,False,,,2023-12-25 00:00:00+00:00,2024-02-11 00:00:00+00:00,48,9,14.667777777777777,132.01,8.875,0,39,task_create,task_edit,True,7,,,1,74,False,False,2024Q1,False,-1.0,5
user_0169,False,,,2023-03-22 00:00:00+00:00,2023-08-10 00:00:00+00:00,141,7,17.52,122.64,14.333333333333334,1,1,calendar_view,comment,True,5,,,3,259,True,True,2023Q3,True,-1.0,4
user_0170,True,2023-06-02 00:00:00+00:00,40.0,2023-04-23 00:00:00+00:00,2023-08-14 00:00:00+00:00,113,6,24.58666666666667,147.52,21.4,0,12,task_create,task_create,True,4,"file_upload,task_create","comment,task_create,task_edit",2,255,True,True,2023Q3,True,40.0,4
user_0171,False,,,2023-12-13 00:00:00+00:00,2024-02-15 00:00:00+00:00,64,8,21.76875,174.15,14.142857142857142,0,18,calendar_view,comment,True,3,,,3,70,False,False,2024Q1,False,-1.0,4
user_0172,False,,,2023-09-30 00:00:00+00:00,2024-02-25 00:00:00+00:00,148,8,10.13625,81.09,15.857142857142858,0,4,calendar_view,task_edit,True,4,,,2,60,False,False,2024Q1,False,-1.0,4
user_0173,True,2023-06-05 00:00:00+00:00,50.0,2023-04-16 00:00:00+00:00,2023-06-10 00:00:00+00:00,55,13,15.55846153846154,202.26000000000002,9.916666666666666,0,1,task_edit,task_edit,True,6,"calendar_view,file_upload,task_edit","calendar_view,comment,task_create,task_edit",4,320,True,True,2023Q2,True,50.0,5
user_0174,True,2023-05-22 00:00:00+00:00,22.0,2023-04-30 00:00:00+00:00,2023-07-10 00:00:00+00:00,71,12,20.969166666666666,251.63,9.818181818181818,0,8,task_edit,comment,True,7,task_edit,"calendar_view,comment,file_upload,task_create,task_edit",5,290,True,True,2023Q3,True,22.0,5
user_0175,False,,,2023-03-10 00:00:00+00:00,2023-06-18 00:00:00+00:00,100,8,29.792499999999997,238.33999999999997,14.857142857142858,0,10,calendar_view,file_upload,True,6,,,3,312,True,True,2023Q2,True,-1.0,5
user_0176,True,2023-08-22 00:00:00+00:00,46.0,2023-07-07 00:00:00+00:00,2023-08-12 00:00:00+00:00,36,10,8.783999999999999,87.83999999999999,12.222222222222221,0,2,comment,task_edit,True,6,"calendar_view,comment,file_upload,task_edit","file_upload,task_create,task_edit",3,257,True,True,2023Q3,True,46.0,5
user_0177,False,,,2023-04-10 00:00:00+00:00,2023-05-12 00:00:00+00:00,32,13,20.61923076923077,268.05,8.916666666666666,0,12,comment,calendar_view,True,8,,,4,349,True,True,2023Q2,True,-1.0,5
user_0178,False,,,2023-04-29 00:00:00+00:00,2023-06-16 00:00:00+00:00,48,10,44.566,445.66,12.444444444444445,0,5,comment,file_upload,True,7,,,3,314,True,True,2023Q2,True,-1.0,4
user_0179,False,,,2023-10-31 00:00:00+00:00,2024-03-06 00:00:00+00:00,127,11,11.718181818181819,128.9,10.6,1,8,comment,task_create,True,7,,,3,50,False,False,2024Q1,False,-1.0,5
user_0180,True,2023-09-14 00:00:00+00:00,52.0,2023-07-24 00:00:00+00:00,2023-09-03 00:00:00+00:00,41,8,15.754999999999999,126.03999999999999,14.714285714285714,1,16,calendar_view,comment,True,4,"calendar_view,comment","comment,task_create,task_edit",4,235,True,True,2023Q3,True,52.0,4
user_0181,False,,,2023-09-20 00:00:00+00:00,2023-12-28 00:00:00+00:00,99,9,10.46,94.14,10.625,0,31,comment,task_edit,True,4,,,2,119,True,False,2023Q4,True,-1.0,4
user_0182,False,,,2023-01-23 00:00:00+00:00,2023-03-02 00:00:00+00:00,38,8,13.7425,109.94,15.857142857142858,0,2,task_edit,task_create,True,5,,,3,420,True,True,2023Q1,True,-1.0,4
user_0183,False,,,2023-01-26 00:00:00+00:00,2023-03-18 00:00:00+00:00,51,8,33.05875,264.47,14.857142857142858,0,14,calendar_view,comment,True,5,,,3,404,True,True,2023Q1,True,-1.0,5
user_0184,False,,,2023-11-26 00:00:00+00:00,2024-04-20 00:00:00+00:00,146,6,34.714999999999996,208.29,16.6,0,34,file_upload,task_edit,True,2,,,1,5,False,False,2024Q2,False,-1.0,4
user_0185,False,,,2023-07-31 00:00:00+00:00,2023-11-01 00:00:00+00:00,93,8,11.155,89.24,14.142857142857142,0,12,task_create,file_upload,True,7,,,2,176,True,True,2023Q4,True,-1.0,4
user_0186,False,,,2023-12-15 00:00:00+00:00,2024-04-01 00:00:00+00:00,108,12,20.538333333333334,246.46,9.454545454545455,1,8,task_create,calendar_view,True,11,,,3,24,False,False,2024Q2,False,-1.0,4
user_0187,False,,,2023-04-02 00:00:00+00:00,2023-08-30 00:00:00+00:00,150,13,22.50769230769231,292.6,9.583333333333334,0,1,comment,task_edit,True,8,,,4,239,True,True,2023Q3,True,-1.0,5
user_0188,False,,,2023-04-14 00:00:00+00:00,2023-05-21 00:00:00+00:00,37,11,28.346363636363638,311.81,11.6,0,1,comment,calendar_view,True,9,,,3,340,True,True,2023Q2,True,-1.0,4
user_0189,False,,,2023-04-06 00:00:00+00:00,2023-05-24 00:00:00+00:00,48,8,11.7025,93.62,13.571428571428571,2,14,comment,file_upload,True,5,,,3,337,True,True,2023Q2,True,-1.0,5
user_0190,False,,,2023-12-18 00:00:00+00:00,2024-05-16 00:00:00+00:00,150,3,10.126666666666667,30.38,33.5,0,42,calendar_view,calendar_view,False,0,,,1,-21,False,False,2024Q2,False,-1.0,1
user_0191,False,,,2023-03-13 00:00:00+00:00,2023-08-04 00:00:00+00:00,144,9,15.890000000000002,143.01000000000002,10.5,0,1,task_edit,calendar_view,True,4,,,3,265,True,True,2023Q3,True,-1.0,5
user_0192,False,,,2023-11-27 00:00:00+00:00,2024-02-05 00:00:00+00:00,70,10,12.383,123.83,11.777777777777779,0,3,task_create,comment,True,8,,,3,80,False,False,2024Q1,False,-1.0,4
user_0193,True,2023-03-30 00:00:00+00:00,7.0,2023-03-23 00:00:00+00:00,2023-06-11 00:00:00+00:00,80,12,22.260833333333334,267.13,10.727272727272727,0,1,comment,task_edit,True,7,comment,"calendar_view,comment,file_upload,task_create,task_edit",3,319,True,True,2023Q2,True,7.0,5
user_0194,False,,,2023-03-28 00:00:00+00:00,2023-06-29 00:00:00+00:00,93,8,11.16,89.28,15.857142857142858,0,8,comment,file_upload,True,5,,,2,301,True,True,2023Q2,True,-1.0,4
user_0195,False,,,2023-01-24 00:00:00+00:00,2023-03-17 00:00:00+00:00,52,13,17.59769230769231,228.77,8.5,0,17,comment,comment,True,10,,,3,405,True,True,2023Q1,True,-1.0,5
user_0196,False,,,2023-07-23 00:00:00+00:00,2023-11-03 00:00:00+00:00,103,8,27.0925,216.74,14.428571428571429,1,2,file_upload,task_create,True,6,,,2,174,True,True,2023Q4,True,-1.0,5
user_0197,False,,,2023-06-13 00:00:00+00:00,2023-09-24 00:00:00+00:00,103,10,24.713,247.13,10.666666666666666,0,20,task_edit,comment,True,5,,,4,214,True,True,2023Q3,True,-1.0,5
user_0198,False,,,2023-11-28 00:00:00+00:00,2024-04-15 00:00:00+00:00,139,6,18.636666666666667,111.82,21.4,0,7,comment,task_edit,True,3,,,2,10,False,False,2024Q2,False,-1.0,4
user_0199,False,,,2023-10-09 00:00:00+00:00,2024-02-18 00:00:00+00:00,132,11,19.274545454545457,212.02,9.1,2,17,comment,task_edit,True,6,,,3,67,False,False,2024Q1,False,-1.0,5
user_0200,False,,,2023-10-26 00:00:00+00:00,2024-02-08 00:00:00+00:00,105,9,12.883333333333333,115.95,14.375,0,3,task_create,task_edit,True,6,,,2,77,False,False,2024Q1,False,-1.0,4
user_0201,False,,,2023-04-14 00:00:00+00:00,2023-05-17 00:00:00+00:00,33,8,18.11625,144.93,15.857142857142858,0,0,calendar_view,task_create,True,2,,,3,344,True,True,2023Q2,True,-1.0,3
user_0202,False,,,2023-12-11 00:00:00+00:00,2024-04-14 00:00:00+00:00,125,5,5.593999999999999,27.97,29.0,0,3,calendar_view,comment,True,3,,,1,11,False,False,2024Q2,False,-1.0,4
user_0203,False,,,2023-12-08 00:00:00+00:00,2024-02-25 00:00:00+00:00,79,9,23.697777777777777,213.28,12.5,0,6,task_edit,file_upload,True,6,,,3,60,False,False,2024Q1,False,-1.0,4
user_0204,False,,,2023-05-21 00:00:00+00:00,2023-07-08 00:00:00+00:00,48,9,18.48,166.32,12.0,0,15,task_edit,file_upload,True,5,,,4,292,True,True,2023Q3,True,-1.0,5
user_0205,False,,,2023-08-13 00:00:00+00:00,2023-11-22 00:00:00+00:00,101,9,27.301111111111112,245.71,6.5,0,53,task_create,file_upload,True,5,,,3,155,True,True,2023Q4,True,-1.0,4
user_0206,False,,,2023-03-02 00:00:00+00:00,2023-05-01 00:00:00+00:00,60,12,22.469166666666666,269.63,8.090909090909092,0,12,comment,comment,True,6,,,3,360,True,True,2023Q2,True,-1.0,3
user_0207,False,,,2023-07-13 00:00:00+00:00,2023-12-06 00:00:00+00:00,146,10,15.012,150.12,10.333333333333334,1,3,task_edit,task_edit,True,5,,,2,141,True,True,2023Q4,True,-1.0,5
user_0208,False,,,2023-05-24 00:00:00+00:00,2023-08-17 00:00:00+00:00,85,10,17.788,177.88,11.88888888888889,0,3,file_upload,calendar_view,True,4,,,3,252,True,True,2023Q3,True,-1.0,4
user_0209,False,,,2023-10-09 00:00:00+00:00,2024-02-13 00:00:00+00:00,127,9,20.716666666666665,186.45,14.0,0,5,task_edit,file_upload,True,5,,,4,72,False,False,2024Q1,False,-1.0,5
user_0210,True,2024-01-27 00:00:00+00:00,29.0,2023-12-29 00:00:00+00:00,2024-04-02 00:00:00+00:00,95,10,13.458000000000002,134.58,12.11111111111111,1,6,comment,calendar_view,True,8,comment,"calendar_view,file_upload,task_create,task_edit",3,23,False,False,2024Q2,False,29.0,5
user_0211,False,,,2023-01-28 00:00:00+00:00,2023-04-02 00:00:00+00:00,64,14,26.472857142857144,370.62,8.692307692307692,2,2,comment,task_edit,True,7,,,4,389,True,True,2023Q2,True,-1.0,5
user_0212,False,,,2023-02-09 00:00:00+00:00,2023-04-29 00:00:00+00:00,79,5,20.130000000000003,100.65,20.5,0,29,calendar_view,comment,True,2,,,2,362,True,True,2023Q2,True,-1.0,3
user_0213,True,2023-03-27 00:00:00+00:00,31.0,2023-02-24 00:00:00+00:00,2023-06-08 00:00:00+00:00,104,10,23.904,239.04,11.88888888888889,0,11,file_upload,file_upload,True,5,"file_upload,task_edit","calendar_view,comment,file_upload,task_create,task_edit",3,322,True,True,2023Q2,True,31.0,5
user_0214,True,2023-02-21 00:00:00+00:00,13.0,2023-02-08 00:00:00+00:00,2023-05-19 00:00:00+00:00,100,7,29.43,206.01,9.166666666666666,1,15,calendar_view,file_upload,True,2,,"calendar_view,comment,file_upload",1,342,True,True,2023Q2,True,13.0,3
user_0215,False,,,2023-03-07 00:00:00+00:00,2023-07-28 00:00:00+00:00,143,9,30.947777777777773,278.53,11.75,0,23,calendar_view,calendar_view,True,2,,,3,272,True,True,2023Q3,True,-1.0,3
user_0216,False,,,2023-02-28 00:00:00+00:00,2023-07-21 00:00:00+00:00,143,8,23.05125,184.41,15.285714285714286,0,6,file_upload,file_upload,True,6,,,3,279,True,True,2023Q3,True,-1.0,4
user_0217,True,2023-08-02 00:00:00+00:00,16.0,2023-07-17 00:00:00+00:00,2023-10-22 00:00:00+00:00,97,9,10.343333333333334,93.09,11.25,1,16,task_edit,file_upload,True,5,,"calendar_view,comment,file_upload,task_create,task_edit",4,186,True,True,2023Q4,True,16.0,5
user_0218,True,2023-04-26 00:00:00+00:00,38.0,2023-03-19 00:00:00+00:00,2023-06-04 00:00:00+00:00,77,14,22.099999999999998,309.4,7.846153846153846,1,16,task_create,comment,True,10,"task_create,task_edit","calendar_view,comment,file_upload,task_create,task_edit",4,326,True,True,2023Q2,True,38.0,5
user_0219,False,,,2023-06-18 00:00:00+00:00,2023-08-09 00:00:00+00:00,52,7,12.202857142857143,85.42,18.666666666666668,0,8,file_upload,file_upload,True,4,,,2,260,True,True,2023Q3,True,-1.0,4
user_0220,False,,,2023-05-03 00:00:00+00:00,2023-08-02 00:00:00+00:00,91,20,15.963,319.26,5.894736842105263,1,6,calendar_view,calendar_view,True,10,,,5,267,True,True,2023Q3,True,-1.0,5
user_0221,False,,,2023-03-11 00:00:00+00:00,2023-06-18 00:00:00+00:00,99,15,30.124,451.85999999999996,5.214285714285714,0,20,task_create,calendar_view,True,12,,,4,312,True,True,2023Q2,True,-1.0,4
user_0222,False,,,2023-12-21 00:00:00+00:00,2024-03-24 00:00:00+00:00,94,17,26.30294117647059,447.15000000000003,7.25,1,4,calendar_view,task_create,True,9,,,5,32,False,False,2024Q1,False,-1.0,5
user_0223,False,,,2023-03-21 00:00:00+00:00,2023-07-11 00:00:00+00:00,112,15,9.753333333333334,146.3,8.285714285714286,0,2,task_edit,comment,True,10,,,4,289,True,True,2023Q3,True,-1.0,5
user_0224,False,,,2023-12-17 00:00:00+00:00,2024-01-29 00:00:00+00:00,43,12,10.339166666666667,124.07000000000001,9.636363636363637,1,1,task_edit,file_upload,True,9,,,3,87,False,False,2024Q1,False,-1.0,4
user_0225,False,,,2023-01-07 00:00:00+00:00,2023-04-05 00:00:00+00:00,88,9,28.72222222222222,258.5,13.0,0,15,task_edit,file_upload,True,4,,,2,386,True,True,2023Q2,True,-1.0,5
user_0226,True,2023-11-24 00:00:00+00:00,21.0,2023-11-03 00:00:00+00:00,2023-12-20 00:00:00+00:00,47,5,10.437999999999999,52.19,16.5,0,41,comment,task_edit,True,3,,"comment,task_create,task_edit",2,127,True,True,2023Q4,True,21.0,3
user_0227,False,,,2023-07-25 00:00:00+00:00,2023-12-22 00:00:00+00:00,150,14,20.984999999999996,293.78999999999996,7.538461538461538,0,3,calendar_view,calendar_view,True,10,,,4,125,True,True,2023Q4,True,-1.0,4
